Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
8357,8356,0.6549,0.0,0.0,0.0,1.0,1.0,0.0,non
34430,34429,3.3124,1.2641,0.0,0.0,1.0,1.0,0.0,non
36771,36770,0.3997,0.0,0.0,0.0,1.0,1.0,0.303,non
37206,37205,0.7711,0.2749,0.0,0.0,1.0,1.0,0.0,non
99,98,2.34,0.7895,0.0,0.0,1.0,1.0,0.0,non
5193,5192,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
15550,15549,1.7707,0.5164,0.0,0.0,1.0,1.0,0.303,non
35423,35422,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
4270,4269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
36133,36132,0.9848,0.0,0.0,0.0,0.0,1.0,0.303,non
4830,4829,0.9421,0.0,0.0,0.0,0.0,1.0,0.3846,non
17297,17296,0.4799,0.0,0.0,0.0,1.0,1.0,0.25,non
34431,34430,4.0984,1.0623,0.0,0.0,1.0,1.0,0.0,non
19559,19558,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
26009,26008,0.6369,0.4601,0.0,0.0,1.0,1.0,0.2,non
27736,27735,0.8775,0.0,0.0,0.0,1.0,1.0,0.0,non
24158,24157,2.1122,1.0197,0.0,0.0,0.0,1.0,0.0,non
33570,33569,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
21764,21763,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
24789,24788,8.7694,8.4494,0.0,0.0,1.0,1.0,0.0,non
12616,12615,1.1892,0.0,0.0,0.0,1.0,1.0,0.3125,non
20387,20386,0.0,0.0,0.0,0.0,1.0,0.5,0.0,non
20212,20211,3.7799,1.8528,0.0,0.0,1.0,1.0,0.303,non
32286,32285,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
9849,9848,0.0959,0.0,0.0,0.0,1.0,1.0,0.0,non
33051,33050,13.1624,19.5336,0.0,0.0,1.0,1.0,0.0,non
33976,33975,1.3323,0.0,0.0,0.0,0.0,1.0,0.0,non
14665,14664,0.2638,0.0,0.0,0.0,1.0,1.0,0.3125,non
37095,37094,0.7896,0.0,0.0,0.0,1.0,1.0,0.2,non
34620,34619,0.8257,0.6321,0.0,0.0,1.0,1.0,0.0,non
2960,2959,2.2752,0.0,0.0,0.0,1.0,1.0,0.0,non
35172,35171,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
12365,12364,0.0,0.0,0.0,0.0,1.0,1.0,0.3125,non
10551,10550,0.6666,0.0,0.0,0.0,1.0,1.0,0.3125,non
37078,37077,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
15,14,0.2587,0.0,0.0,0.0,0.0,1.0,0.0,non
23925,23924,0.6053,0.0,0.0,0.0,1.0,1.0,0.2,non
3117,3116,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
6877,6876,0.5808,0.0,0.0,0.0,1.0,1.0,0.0,non
618,617,0.7271,0.0,0.0,0.0,1.0,1.0,0.0,non
7588,7587,0.6776,0.2484,0.0,0.0,1.0,1.0,0.0,non
9826,9825,1.9281,0.4161,0.0,0.0,1.0,1.0,0.3226,non
10508,10507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
2963,2962,8.8563,11.5242,0.0,1.0,1.0,1.0,1.0,non
20641,20640,0.5891,0.0,0.0,0.0,1.0,1.0,0.303,non
25198,25197,1.5123,1.0611,0.0,0.0,1.0,1.0,0.0,non
23508,23507,0.7481,0.0,0.0,0.0,1.0,1.0,0.0,non
35997,35996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
25940,25939,1.0852,0.0,0.0,0.0,1.0,1.0,0.0,non
37622,37621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
6068,6067,7.0261,5.5353,0.0,0.0,0.0,1.0,0.0,non
28084,28083,1.1556,0.0,0.0,0.0,1.0,1.0,0.2,non
8944,8943,7.4565,4.3932,0.0,0.0,1.0,1.0,0.3226,non
35121,35120,0.4122,0.0,0.0,0.0,1.0,1.0,0.0,non
11078,11077,0.07,0.0,0.0,0.0,0.0,1.0,0.0,non
26424,26423,3.207,0.9565,0.0,0.0,1.0,1.0,0.2,non
28787,28786,15.6643,20.0442,0.0,0.0,1.0,1.0,0.0,non
23743,23742,0.1846,0.0,0.0,0.0,1.0,1.0,0.0,non
37376,37375,0.4811,0.0,0.0,0.0,1.0,1.0,0.0,non
27467,27466,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
14979,14978,2.4168,0.0,0.0,0.0,1.0,1.0,0.303,non
7363,7362,2.1935,0.0,0.0,0.0,1.0,1.0,0.0,non
238,237,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
34399,34398,1.9353,0.0,0.0,0.0,1.0,1.0,0.0,non
29005,29004,9.0022,7.0155,0.0,0.0,1.0,1.0,0.0,non
16512,16511,0.0,0.0,0.0,0.0,1.0,1.0,0.303,non
9070,9069,1.6522,0.0,0.0,0.0,1.0,1.0,0.3226,non
16216,16215,1.2276,0.0,0.0,0.0,1.0,1.0,0.0,non
2088,2087,0.736,0.0,0.0,0.0,1.0,1.0,0.0,non
11137,11136,1.0404,0.0,0.0,0.0,1.0,1.0,0.0,non
3598,3597,0.5279,0.0,0.0,0.0,1.0,1.0,0.0,non
23448,23447,2.297,0.7958,0.0,0.0,1.0,1.0,0.0,non
6609,6608,0.7961,0.0,0.0,0.0,1.0,1.0,0.3333,non
32246,32245,3.3228,2.1591,0.0,0.0,1.0,1.0,0.2,non
22857,22856,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
31543,31542,18.5135,24.3122,0.0,0.0,1.0,1.0,0.0,non
33486,33485,0.1559,0.0,0.0,0.0,0.0,1.0,0.0,non
13884,13883,0.0,0.0,0.0,0.0,1.0,1.0,1.0,non
2358,2357,0.4788,0.0,0.0,0.0,1.0,1.0,0.0,non
1530,1529,22.5274,50.8007,0.0,0.0,0.0,1.0,0.0,non
30886,30885,2.2757,0.0,0.0,0.0,0.0,1.0,0.0,non
1930,1929,1.7189,0.0,0.0,0.0,1.0,1.0,0.0,non
19828,19827,1.5777,0.3611,0.0,0.0,1.0,1.0,0.25,non
29048,29047,1.9523,0.6501,0.0,0.0,1.0,1.0,0.2,non
19226,19225,0.3558,0.0,0.0,0.0,1.0,1.0,0.0,non
4724,4723,0.0,0.0,0.0,0.0,0.0,1.0,0.7143,non
6230,6229,0.8328,0.0,0.0,0.0,0.0,1.0,0.0,non
20051,20050,0.9248,0.0,0.0,0.0,1.0,1.0,0.0,non
21679,21678,0.253,0.0,0.0,0.0,0.0,1.0,0.0,non
23064,23063,0.9267,0.6526,0.0,0.0,1.0,1.0,0.2,non
5016,5015,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
32383,32382,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
16753,16752,0.9328,0.0,0.0,0.0,0.0,0.5,0.3125,non
35296,35295,0.7351,0.5176,0.0,0.0,1.0,1.0,0.0,non
11861,11860,1.2191,0.0,0.0,0.0,0.0,1.0,0.0,non
13759,13758,6.3244,11.0863,0.0,0.0,1.0,1.0,0.0,non
6687,6686,0.9959,0.0,0.0,0.0,1.0,1.0,0.0,non
27443,27442,1.5136,0.0,0.0,0.0,1.0,1.0,0.0,non
22757,22756,0.5853,0.0,0.0,0.0,0.0,1.0,0.0,non
35052,35051,0.3634,0.0,0.0,0.0,0.0,1.0,0.0,non
22784,22783,0.2545,0.0,0.0,0.0,1.0,1.0,0.3125,non
37165,37164,0.605,0.0,0.0,0.0,1.0,1.0,0.0,non
36696,36695,28.642,53.1769,0.0,0.0,1.0,1.0,0.0,non
31759,31758,6.3548,2.1413,0.0,0.0,1.0,1.0,0.0,non
8551,8550,7.5272,4.8453,0.0,0.0,1.0,1.0,0.0,non
4578,4577,3.634,0.0,0.0,0.0,0.0,1.0,0.6667,non
29040,29039,0.4484,0.0,0.0,0.0,1.0,1.0,0.0,non
1213,1212,10.6421,11.621,0.0,0.0,0.0,1.0,0.0,non
27049,27048,1.7256,0.8694,0.0,0.0,1.0,1.0,0.2,non
4285,4284,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
15055,15054,0.666,0.0,0.0,0.0,1.0,1.0,0.3125,non
19020,19019,0.6632,0.0,0.0,0.0,1.0,1.0,0.0,non
27923,27922,3.3137,0.4206,0.0,0.0,1.0,1.0,0.0,non
17766,17765,0.1405,0.0,0.0,0.0,0.0,1.0,0.0,non
14481,14480,1.2817,0.0,0.0,0.0,1.0,1.0,0.0,non
24095,24094,0.7048,0.0,0.0,0.0,0.0,1.0,0.0,non
6819,6818,0.3301,0.0,0.0,0.0,0.0,1.0,0.6667,non
27445,27444,0.1796,0.0,0.0,0.0,0.0,1.0,0.0,non
37450,37449,1.3356,0.5509,0.0,0.0,1.0,1.0,0.2,non
14368,14367,0.3475,0.0,0.0,0.0,1.0,1.0,0.3125,non
34247,34246,0.94,0.0,0.0,0.0,1.0,1.0,0.0,non
2408,2407,2.2621,0.0,0.0,0.0,0.0,1.0,0.0,non
14778,14777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
17385,17384,1.8939,0.1735,0.0,0.0,1.0,1.0,0.0,non
26515,26514,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
27697,27696,2.9433,0.5186,0.0,0.0,1.0,1.0,0.0,non
29655,29654,1.1872,0.0,0.0,0.0,1.0,1.0,0.303,non
35248,35247,0.8768,0.0,0.0,0.0,0.0,1.0,0.6667,non
26248,26247,0.4637,0.0,0.0,0.0,1.0,1.0,0.2,non
7174,7173,0.1913,0.0,0.0,0.0,0.0,1.0,0.0,non
26153,26152,0.5985,0.0,0.0,0.0,1.0,1.0,0.2,non
6318,6317,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,non
5491,5490,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
36826,36825,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
15244,15243,0.1636,0.0,0.0,0.0,1.0,1.0,0.303,non
24210,24209,0.5512,0.0,0.0,0.0,0.0,1.0,0.0,non
22386,22385,1.6235,0.0,0.0,0.0,1.0,1.0,0.0,non
17365,17364,2.0219,0.0,0.0,0.0,1.0,1.0,0.0,non
5373,5372,0.3375,0.0,0.0,0.0,1.0,1.0,0.0,non
497,496,1.9514,1.6913,0.0,0.0,0.0,1.0,0.0,non
27763,27762,1.4048,0.0,0.0,0.0,1.0,1.0,0.2,non
1982,1981,0.4727,0.0,0.0,0.0,1.0,1.0,0.0,non
5053,5052,10.3957,7.7782,0.0,0.0,1.0,1.0,0.0,non
23771,23770,0.5085,0.0,0.0,0.0,1.0,1.0,0.0,non
7802,7801,4.2765,0.8164,0.0,0.0,1.0,1.0,0.3226,non
1786,1785,0.5069,0.0,0.0,0.0,1.0,1.0,0.4,non
14973,14972,2.1485,1.4492,0.0,0.0,1.0,1.0,0.0,non
23554,23553,0.8173,0.0,0.0,0.0,1.0,1.0,1.0,non
24537,24536,0.2448,0.0,0.0,0.0,1.0,1.0,0.0,non
6954,6953,1.1021,0.0,0.0,0.0,0.0,1.0,0.0,non
25925,25924,1.4652,0.0,0.0,0.0,1.0,1.0,0.0,non
1568,1567,10.9271,4.2218,0.0,0.0,1.0,1.0,0.0,non
19474,19473,1.1903,0.0,0.0,0.0,1.0,1.0,0.0,non
8669,8668,0.0622,0.0,0.0,0.0,1.0,1.0,0.0,non
24369,24368,0.4529,0.0,0.0,0.0,1.0,1.0,0.0,non
25021,25020,0.472,0.0,0.0,0.0,0.0,1.0,0.0,non
32451,32450,0.6162,0.0,0.0,0.0,1.0,1.0,0.0,non
8054,8053,0.1025,0.0,0.0,0.0,1.0,1.0,0.0,non
16854,16853,2.0671,1.2379,0.0,0.0,1.0,1.0,0.303,non
27603,27602,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
32302,32301,0.4137,0.0,0.0,0.0,1.0,1.0,0.0,non
28781,28780,3.6429,0.7941,0.0,0.0,1.0,1.0,0.0,non
30533,30532,7.698,5.176,0.0,0.0,1.0,1.0,0.0,non
17203,17202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
20254,20253,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
22707,22706,1.6263,0.0,0.0,0.0,0.0,1.0,0.0,non
13268,13267,0.2594,0.0,0.0,0.0,1.0,1.0,0.303,non
8029,8028,0.728,0.0,0.0,0.0,1.0,1.0,0.0,non
26071,26070,4.9958,0.0,0.0,0.0,1.0,1.0,0.0,non
19873,19872,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,non
30823,30822,7.3663,6.7455,0.0,0.0,1.0,1.0,0.0,non
23863,23862,0.9664,0.7206,0.0,0.0,1.0,1.0,0.0,non
1977,1976,1.0367,0.0,0.0,0.0,1.0,1.0,0.0,non
939,938,0.2785,0.0,0.0,1.0,0.0,1.0,0.0,non
7065,7064,0.0759,0.0,0.0,0.0,1.0,1.0,0.0,non
26283,26282,6.2987,6.9927,0.0,0.0,1.0,1.0,0.0,non
11705,11704,1.4887,0.0,0.0,0.0,1.0,1.0,0.3125,non
29872,29871,10.9327,14.5421,0.0,0.0,1.0,1.0,0.0,non
21465,21464,0.6016,0.0,0.0,0.0,0.0,1.0,0.0,non
8674,8673,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
417,416,0.5099,0.0,0.0,0.0,1.0,1.0,0.0,non
36514,36513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
31980,31979,5.9574,2.8671,0.0,0.0,1.0,1.0,0.0,non
8546,8545,0.6095,0.0,0.0,0.0,1.0,1.0,0.0,non
23076,23075,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
34438,34437,3.9825,1.3361,0.0,0.0,1.0,1.0,0.0,non
34062,34061,0.205,0.0,0.0,0.0,1.0,1.0,0.0,non
26945,26944,0.9732,0.0,0.0,0.0,1.0,1.0,0.0,non
37539,37538,0.3928,0.0,0.0,0.0,0.0,1.0,0.0,non
25943,25942,3.8511,4.0452,0.0,1.0,1.0,1.0,0.0,non
29553,29552,0.4419,0.0,0.0,0.0,1.0,1.0,0.0,non
35492,35491,3.7439,0.7776,0.0,0.0,1.0,1.0,0.0,non
16818,16817,0.1896,0.0,0.0,0.0,1.0,1.0,0.0,non
9835,9834,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
9214,9213,0.6564,0.0,0.0,0.0,0.0,1.0,0.0,non
4995,4994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
10469,10468,0.2726,0.0,0.0,0.0,1.0,1.0,0.0,non
32988,32987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
290,289,0.6927,0.0,0.0,0.0,0.0,1.0,0.0,non
9774,9773,1.8891,0.3388,0.0,0.0,1.0,1.0,0.3125,non
4659,4658,1.4227,0.4516,0.0,0.0,1.0,1.0,0.0,non
3113,3112,0.6502,0.0,0.0,0.0,0.0,1.0,0.0,non
2511,2510,0.3899,0.0,0.0,0.0,1.0,1.0,0.0,non
14085,14084,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,non
28706,28705,5.1334,5.0835,0.0,0.0,1.0,1.0,0.0,non
19807,19806,2.4758,1.6556,0.0,0.0,1.0,1.0,0.303,non
27506,27505,0.417,0.0,0.0,0.0,1.0,1.0,0.0,non
28552,28551,1.2494,0.0,0.0,0.0,1.0,1.0,0.0,non
22805,22804,0.1451,0.0,0.0,0.0,1.0,1.0,0.0,non
25313,25312,5.5752,3.2249,0.0,0.0,0.0,1.0,0.0,non
1281,1280,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
26790,26789,3.808,2.8439,0.0,0.0,1.0,1.0,0.2,non
12343,12342,0.1709,0.0,0.0,0.0,0.0,1.0,0.3226,non
757,756,1.7528,0.0,0.0,0.0,1.0,1.0,0.0,non
16593,16592,0.5692,0.0,0.0,0.0,0.0,1.0,0.0,non
16501,16500,8.1023,3.9872,0.0,0.0,1.0,1.0,1.0,non
29106,29105,1.769,0.1819,0.0,0.0,1.0,1.0,0.0,non
29778,29777,0.1635,0.0,0.0,0.0,1.0,1.0,0.0,non
11822,11821,2.299,1.0433,0.0,0.0,1.0,1.0,0.3125,non
2039,2038,0.6489,0.0,0.0,1.0,1.0,1.0,0.0,non
5336,5335,1.8621,0.0,0.0,0.0,0.0,1.0,0.0,non
14468,14467,0.1723,0.0,0.0,0.0,0.0,1.0,0.303,non
17778,17777,1.672,0.0,0.0,0.0,0.0,1.0,0.0,non
26400,26399,0.1254,0.0,0.0,0.0,1.0,1.0,0.2,non
19164,19163,0.0,0.0,0.0,0.0,1.0,1.0,0.3571,non
11793,11792,1.4399,0.0,0.0,0.0,1.0,1.0,0.0,non
4291,4290,3.8499,0.0,0.0,0.0,0.0,1.0,0.0,non
4362,4361,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,non
29964,29963,0.3575,0.0,0.0,0.0,1.0,1.0,0.0,non
21443,21442,0.3729,0.0,0.0,0.0,0.0,1.0,0.0,non
3630,3629,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
36448,36447,1.4199,0.8685,0.0,1.0,1.0,1.0,0.0,non
18982,18981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
13104,13103,2.6233,0.0,0.0,0.0,0.0,1.0,0.0,non
28623,28622,13.2014,20.7636,0.0,0.0,1.0,1.0,0.0,non
28284,28283,0.7053,0.0,0.0,0.0,1.0,1.0,0.2,non
2086,2085,2.0864,0.6337,0.0,0.0,1.0,1.0,0.0,non
17837,17836,1.184,0.0,0.0,0.0,1.0,1.0,0.0,non
28125,28124,1.6158,0.0,0.0,0.0,1.0,1.0,0.0,non
34002,34001,0.165,0.0,0.0,0.0,1.0,1.0,0.0,non
18615,18614,0.4325,0.0,0.0,0.0,1.0,1.0,0.303,non
1044,1043,7.5239,4.2588,0.0,1.0,1.0,1.0,0.0,non
3702,3701,4.7807,1.2106,0.0,1.0,1.0,1.0,0.0,non
31707,31706,6.8466,1.1463,0.0,0.0,1.0,1.0,0.0,non
26463,26462,1.3953,0.0,0.0,0.0,1.0,1.0,0.0,non
9545,9544,1.2984,0.4141,0.0,0.0,1.0,1.0,0.3846,non
11444,11443,5.315,2.6447,0.0,0.0,1.0,1.0,1.0,non
10414,10413,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
11938,11937,11.7614,6.5159,0.0,0.0,1.0,1.0,1.0,non
36590,36589,2.4963,0.7496,0.0,0.0,1.0,1.0,0.0,non
32248,32247,2.5513,0.4932,0.0,0.0,1.0,1.0,0.0,non
22001,22000,0.3979,0.0,0.0,0.0,1.0,1.0,0.0,non
10883,10882,0.9516,0.0,0.0,0.0,0.0,1.0,0.0,non
33935,33934,1.6951,0.0,0.0,0.0,0.0,1.0,0.0,non
37057,37056,0.5306,0.0,0.0,0.0,1.0,1.0,0.0,non
18463,18462,0.7144,0.0,0.0,0.0,1.0,1.0,0.25,non
16162,16161,0.1022,0.0,0.0,0.0,0.0,1.0,0.0,non
7070,7069,2.8342,0.0,0.0,0.0,1.0,1.0,0.6667,non
33845,33844,1.8522,0.0,0.0,0.0,1.0,1.0,0.0,non
73952735,2734,0.0,0.0,0.0,0.0,0.0,1.0,0.4,non
35648,35647,0.3949,0.0,0.0,0.0,0.0,1.0,0.0,non
30425,30424,7.1485,6.3251,0.0,0.0,1.0,1.0,0.0,non
22819,22818,2.7833,0.8833,0.0,0.0,1.0,1.0,0.0,non
28058,28057,2.214,1.6693,0.0,0.0,1.0,1.0,0.0,non
34076,34075,2.8681,0.0,0.0,0.0,0.0,1.0,0.0,non
30734,30733,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
4492,4491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
21311,21310,4.0522,3.4561,0.0,0.0,0.0,1.0,0.0,non
9964,9963,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
37382,37381,0.1721,0.0,0.0,0.0,1.0,1.0,0.0,non
17268,17267,1.861,0.0,0.0,0.0,1.0,1.0,0.0,non
25097,25096,0.9488,0.0,0.0,0.0,1.0,1.0,0.303,non
5602,5601,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
19162,19161,0.1315,0.0,0.0,0.0,0.0,1.0,0.0,non
35674,35673,17.5595,25.3164,0.0,0.0,1.0,1.0,0.0,non
27839,27838,3.0338,0.8962,0.0,0.0,1.0,1.0,0.2,non
31936,31935,23.1102,35.1683,0.0,0.0,1.0,1.0,0.0,non
21648,21647,1.1819,0.0,0.0,0.0,1.0,1.0,0.0,non
21180,21179,0.7785,0.0,0.0,0.0,1.0,1.0,0.0,non
21378,21377,0.1284,0.0,0.0,0.0,1.0,1.0,0.0,non
7673,7672,1.4767,0.6245,0.0,0.0,1.0,1.0,0.0,non
15101,15100,0.9892,0.0,0.0,0.0,1.0,1.0,0.0,non
22125,22124,0.3862,0.0,0.0,0.0,1.0,1.0,0.3125,non
28547,28546,0.5,0.0,0.0,0.0,1.0,1.0,0.0,non
5207,5206,0.177,0.0,0.0,0.0,0.0,1.0,0.0,non
15799,15798,4.5624,3.6217,0.0,0.0,1.0,1.0,0.0,non
13385,13384,1.3109,0.0,0.0,0.0,1.0,1.0,0.0,non
27795,27794,0.9247,0.0,0.0,0.0,1.0,1.0,0.0,non
28264,28263,10.619,3.0088,0.0,1.0,1.0,1.0,1.0,non
16537,16536,6.8072,6.8294,0.0,0.0,1.0,1.0,0.0,non
8456,8455,1.1173,0.0,0.0,0.0,1.0,1.0,0.6667,non
23878,23877,0.7946,0.5761,0.0,0.0,1.0,1.0,0.0,non
19861,19860,2.0373,0.7115,0.0,0.0,0.0,1.0,0.0,non
25769,25768,1.0054,0.3198,0.0,0.0,1.0,1.0,0.2,non
31573,31572,0.4307,0.0,0.0,0.0,1.0,1.0,0.0,non
16585,16584,2.059,0.0,0.0,0.0,1.0,1.0,0.303,non
15621,15620,0.9549,0.0,0.0,0.0,0.0,1.0,0.0,non
13007,13006,2.3626,0.0,0.0,0.0,1.0,1.0,0.3125,non
11737,11736,0.0,0.0,0.0,0.0,1.0,1.0,0.3226,non
280,279,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
32003,32002,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
17849,17848,0.5564,0.0,0.0,0.0,1.0,1.0,0.0,non
8223,8222,4.556,0.0,0.0,0.0,1.0,1.0,0.0,non
17135,17134,0.5749,0.0,0.0,0.0,1.0,1.0,0.0,non
35647,35646,1.1135,0.0,0.0,0.0,0.0,1.0,0.0,non
12383,12382,0.3762,0.0,0.0,0.0,1.0,1.0,0.3125,non
3944,3943,0.3364,0.0,0.0,0.0,0.0,1.0,0.0,non
28916,28915,1.173,0.0,0.0,0.0,1.0,1.0,0.0,non
32258,32257,0.736,0.0,0.0,0.0,1.0,1.0,1.0,non
1087,1086,0.1515,0.0,0.0,0.0,0.0,1.0,0.0,non
20155,20154,1.7295,0.0,0.0,0.0,1.0,1.0,0.9091,non
36681,36680,0.1484,0.0,0.0,0.0,0.0,1.0,0.0,non
25662,25661,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
28954,28953,18.6518,26.8404,0.0,0.0,1.0,1.0,0.0,non
37160,37159,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
19851,19850,0.9785,0.0,0.0,0.0,1.0,1.0,0.0,non
31479,31478,13.3044,13.6733,0.0,0.0,1.0,1.0,0.0,non
9292,9291,1.053,0.0,0.0,0.0,1.0,1.0,0.0,non
5385,5384,0.7595,0.0,0.0,0.0,1.0,1.0,0.0,non
13438,13437,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
31081,31080,5.6055,2.3951,0.0,0.0,1.0,1.0,0.0,non
8799,8798,1.1702,0.0,0.0,0.0,1.0,1.0,0.9091,non
33903,33902,29.7182,44.3239,0.0,0.0,1.0,1.0,0.0,non
14167,14166,0.0,0.0,0.0,0.0,1.0,1.0,0.303,non
5347,5346,0.0,0.0,0.0,0.0,1.0,1.0,0.3333,non
23895,23894,0.8115,0.0,0.0,0.0,1.0,1.0,0.0,non
33811,33810,2.3288,0.6793,0.0,0.0,1.0,1.0,0.0,non
37129,37128,2.0862,0.0,0.0,0.0,1.0,1.0,0.0,non
26821,26820,1.0164,0.0,0.0,0.0,1.0,1.0,0.0,non
35262,35261,0.5775,0.0,0.0,0.0,1.0,1.0,0.0,non
36019,36018,1.9704,0.5364,0.0,0.0,1.0,1.0,0.2,non
8407,8406,0.2466,0.0,0.0,0.0,1.0,1.0,0.3226,non
25071,25070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
1032,1031,0.1279,0.0,0.0,0.0,0.0,1.0,0.0,non
20850,20849,0.9694,0.0,0.0,0.0,1.0,1.0,0.303,non
11586,11585,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
32459,32458,6.0664,4.0271,0.0,0.0,1.0,1.0,0.0,non
17592,17591,1.0682,0.0,0.0,0.0,1.0,1.0,0.3125,non
12137,12136,0.4597,0.0,0.0,0.0,1.0,1.0,0.0,non
9760,9759,1.9114,0.0,0.0,0.0,0.0,1.0,0.3125,non
31204,31203,5.5022,2.6007,0.0,0.0,1.0,1.0,0.0,non
4065,4064,0.1573,0.0,0.0,0.0,1.0,1.0,0.0,non
11024,11023,0.352,0.0,0.0,0.0,0.0,1.0,0.0,non
30880,30879,0.1232,0.0,0.0,0.0,0.0,1.0,0.0,non
29002,29001,0.4688,0.0,0.0,0.0,1.0,1.0,0.2,non
28554,28553,0.4006,0.0,0.0,0.0,0.0,1.0,0.0,non
20472,20471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
4108,4107,0.3418,0.0,0.0,0.0,0.0,1.0,0.0,non
12791,12790,4.6361,2.9151,0.0,0.0,1.0,1.0,0.0,non
22024,22023,0.1185,0.0,0.0,0.0,0.0,1.0,0.0,non
29519,29518,4.9277,3.6931,0.0,0.0,1.0,1.0,0.0,non
37214,37213,0.4159,0.0,0.0,0.0,1.0,1.0,0.0,non
3268,3267,2.7029,0.2119,0.0,0.0,1.0,1.0,0.0,non
34149,34148,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
19763,19762,0.4221,0.0,0.0,0.0,0.0,1.0,0.0,non
31324,31323,2.3911,0.7735,0.0,0.0,1.0,1.0,0.0,non
16846,16845,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
33451,33450,1.0033,0.0,0.0,0.0,1.0,1.0,0.0,non
28603,28602,3.6792,0.0,0.0,0.0,1.0,1.0,0.0,non
11453,11452,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
35636,35635,1.3969,0.0,0.0,0.0,1.0,1.0,0.0,non
8829,8828,0.6338,0.0,0.0,0.0,0.0,1.0,0.0,non
35091,35090,1.9157,0.0,0.0,1.0,0.0,1.0,0.0,non
19213,19212,0.6371,0.0,0.0,0.0,1.0,1.0,0.303,non
3091,3090,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
15622,15621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
28208,28207,1.2439,0.4881,0.0,0.0,1.0,1.0,0.0,non
30098,30097,7.2988,3.643,0.0,0.0,1.0,1.0,0.0,non
14751,14750,0.1451,0.0,0.0,0.0,1.0,1.0,0.3125,non
9154,9153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
30046,30045,1.7027,0.9006,0.0,0.0,1.0,1.0,0.0,non
5268,5267,0.8028,0.0,0.0,0.0,0.0,1.0,0.0,non
24892,24891,1.3261,0.0,0.0,0.0,0.0,1.0,0.2,non
35692,35691,0.2637,0.0,0.0,0.0,0.0,1.0,0.0,non
29311,29310,0.2544,0.0,0.0,0.0,0.0,1.0,0.0,non
917,916,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
